filename,width,height,class,xmin,ymin,xmax,ymax
train_image_127_c.jpg,409,300,t2,119,52,180,130
train_image_127_c.jpg,409,300,t3,57,59,133,127
train_image_127_d.jpg,409,300,t1,53,1,167,71
train_image_127_d.jpg,409,300,t2,119,52,180,130
train_image_127_d.jpg,409,300,t3,57,59,133,127
train_image_127_e.jpg,409,300,t1,53,1,167,71
train_image_127_e.jpg,409,300,t2,119,52,180,130
train_image_127_e.jpg,409,300,t3,57,59,133,127
train_image_129.jpg,409,300,t1,56,161,123,262
train_image_129_a.jpg,409,300,t1,56,161,123,262
train_image_129_b.jpg,409,300,t1,56,161,123,262
train_image_129_c.jpg,409,300,t1,56,161,123,262
train_image_129_d.jpg,409,300,t1,56,161,123,262
train_image_129_e.jpg,409,300,t1,56,161,123,262
train_image_12_a.jpg,409,300,klts,126,17,195,74
train_image_12_b.jpg,409,300,klts,126,17,195,74
train_image_12_c.jpg,409,300,klts,126,17,195,74
train_image_12_d.jpg,409,300,klts,126,17,195,74
train_image_12_e.jpg,409,300,klts,126,17,195,74
train_image_13.jpg,409,300,klts,129,27,182,97
train_image_130.jpg,409,300,t1,50,190,155,264
train_image_130_a.jpg,409,300,t1,50,190,155,264
train_image_130_b.jpg,409,300,t1,50,190,155,264
train_image_130_c.jpg,409,300,t1,50,190,155,264
train_image_130_d.jpg,409,300,t1,50,190,155,264
train_image_130_e.jpg,409,300,t1,50,190,155,264
train_image_131.jpg,409,300,t1,58,166,134,267
train_image_131_a.jpg,409,300,t1,58,166,134,267
train_image_131_b.jpg,409,300,t1,58,166,134,267
train_image_131_c.jpg,409,300,t1,58,166,134,267
train_image_131_d.jpg,409,300,t1,58,166,134,267
train_image_131_e.jpg,409,300,t1,58,166,134,267
train_image_132.jpg,409,300,t1,44,182,154,258
train_image_132_a.jpg,409,300,t1,44,182,154,258
train_image_132_b.jpg,409,300,t1,44,182,154,258
train_image_132_c.jpg,409,300,t1,44,182,154,258
train_image_132_d.jpg,409,300,t1,44,182,154,258
train_image_132_e.jpg,409,300,t1,44,182,154,258
train_image_133.jpg,409,300,t1,51,182,152,262
train_image_133_a.jpg,409,300,t1,51,182,152,262
train_image_133_b.jpg,409,300,t1,51,182,152,262
train_image_133_c.jpg,409,300,t1,51,182,152,262
train_image_133_d.jpg,409,300,t1,51,182,152,262
train_image_133_e.jpg,409,300,t1,51,182,152,262
train_image_134.jpg,409,300,t1,61,169,130,270
train_image_134_a.jpg,409,300,t1,61,169,130,270
train_image_134_b.jpg,409,300,t1,61,169,130,270
train_image_134_c.jpg,409,300,t1,61,169,130,270
train_image_134_d.jpg,409,300,t1,61,169,130,270
train_image_134_e.jpg,409,300,t1,61,169,130,270
train_image_135.jpg,409,300,t1,45,190,151,265
train_image_135_a.jpg,409,300,t1,45,190,151,265
train_image_135_b.jpg,409,300,t1,45,190,151,265
train_image_135_c.jpg,409,300,t1,45,190,151,265
train_image_135_d.jpg,409,300,t1,45,190,151,265
train_image_135_e.jpg,409,300,t1,45,190,151,265
train_image_136.jpg,409,300,t1,50,1,120,104
train_image_136_a.jpg,409,300,t1,50,1,120,104
train_image_136_b.jpg,409,300,t1,50,1,120,104
train_image_136_c.jpg,409,300,t1,50,1,120,104
train_image_136_d.jpg,409,300,t1,50,1,120,104
train_image_136_e.jpg,409,300,t1,50,1,120,104
train_image_137.jpg,409,300,t1,51,1,126,101
train_image_137_a.jpg,409,300,t1,51,1,126,101
train_image_137_b.jpg,409,300,t1,51,1,126,101
train_image_137_c.jpg,409,300,t1,51,1,126,101
train_image_137_d.jpg,409,300,t1,51,1,126,101
train_image_137_e.jpg,409,300,t1,51,1,126,101
train_image_138.jpg,409,300,t1,43,9,138,87
train_image_138_a.jpg,409,300,t1,43,9,138,87
train_image_138_b.jpg,409,300,t1,43,9,138,87
train_image_138_c.jpg,409,300,t1,43,9,138,87
train_image_138_d.jpg,409,300,t1,43,9,138,87
train_image_138_e.jpg,409,300,t1,43,9,138,87
train_image_139.jpg,409,300,t1,57,2,123,103
train_image_139_a.jpg,409,300,t1,57,2,123,103
train_image_139_b.jpg,409,300,t1,57,2,123,103
train_image_139_c.jpg,409,300,t1,57,2,123,103
train_image_139_d.jpg,409,300,t1,57,2,123,103
train_image_139_e.jpg,409,300,t1,57,2,123,103
train_image_13_a.jpg,409,300,klts,129,27,182,97
train_image_13_b.jpg,409,300,klts,129,27,182,97
train_image_13_c.jpg,409,300,klts,129,27,182,97
train_image_13_d.jpg,409,300,klts,129,27,182,97
train_image_13_e.jpg,409,300,klts,129,27,182,97
train_image_14.jpg,409,300,klts,125,20,196,81
train_image_140.jpg,409,300,t1,57,2,121,103
train_image_140_a.jpg,409,300,t1,57,2,121,103
train_image_140_b.jpg,409,300,t1,57,2,121,103
train_image_140_c.jpg,409,300,t1,57,2,121,103
train_image_140_d.jpg,409,300,t1,57,2,121,103
train_image_140_e.jpg,409,300,t1,57,2,121,103
train_image_141.jpg,409,300,t1,47,18,146,89
train_image_141_a.jpg,409,300,t1,47,18,146,89
train_image_141_b.jpg,409,300,t1,47,18,146,89
train_image_141_c.jpg,409,300,t1,47,18,146,89
train_image_141_d.jpg,409,300,t1,47,18,146,89
train_image_141_e.jpg,409,300,t1,47,18,146,89
train_image_142.jpg,409,300,t1,129,165,206,272
train_image_142_a.jpg,409,300,t1,129,165,206,272
train_image_142_b.jpg,409,300,t1,129,165,206,272
train_image_142_c.jpg,409,300,t1,129,165,206,272
train_image_142_d.jpg,409,300,t1,129,165,206,272
train_image_142_e.jpg,409,300,t1,129,165,206,272
train_image_143.jpg,409,300,t1,116,190,227,264
train_image_143_a.jpg,409,300,t1,116,190,227,264
train_image_143_b.jpg,409,300,t1,116,190,227,264
train_image_143_c.jpg,409,300,t1,116,190,227,264
train_image_143_d.jpg,409,300,t1,116,190,227,264
train_image_143_e.jpg,409,300,t1,116,190,227,264
train_image_144.jpg,409,300,t1,128,177,233,262
train_image_144_a.jpg,409,300,t1,128,177,233,262
train_image_144_b.jpg,409,300,t1,128,177,233,262
train_image_144_c.jpg,409,300,t1,128,177,233,262
train_image_144_d.jpg,409,300,t1,128,177,233,262
train_image_144_e.jpg,409,300,t1,128,177,233,262
train_image_145.jpg,409,300,t1,126,167,206,273
train_image_145_a.jpg,409,300,t1,126,167,206,273
train_image_145_b.jpg,409,300,t1,126,167,206,273
train_image_145_c.jpg,409,300,t1,126,167,206,273
train_image_145_d.jpg,409,300,t1,126,167,206,273
train_image_145_e.jpg,409,300,t1,126,167,206,273
train_image_146.jpg,409,300,t1,118,188,226,262
train_image_146_a.jpg,409,300,t1,118,188,226,262
train_image_146_b.jpg,409,300,t1,118,188,226,262
train_image_146_c.jpg,409,300,t1,118,188,226,262
train_image_146_d.jpg,409,300,t1,118,188,226,262
train_image_146_e.jpg,409,300,t1,118,188,226,262
train_image_147.jpg,409,300,t1,132,167,208,270
train_image_147_a.jpg,409,300,t1,132,167,208,270
train_image_147_b.jpg,409,300,t1,132,167,208,270
train_image_147_c.jpg,409,300,t1,132,167,208,270
train_image_147_d.jpg,409,300,t1,132,167,208,270
train_image_147_e.jpg,409,300,t1,132,167,208,270
train_image_148.jpg,409,300,t1,122,1,200,101
train_image_148_a.jpg,409,300,t1,122,1,200,101
train_image_148_b.jpg,409,300,t1,122,1,200,101
train_image_148_c.jpg,409,300,t1,122,1,200,101
train_image_148_d.jpg,409,300,t1,122,1,200,101
train_image_148_e.jpg,409,300,t1,122,1,200,101
train_image_149.jpg,409,300,t1,120,14,223,81
train_image_149_a.jpg,409,300,t1,120,14,223,81
train_image_149_b.jpg,409,300,t1,120,14,223,81
train_image_149_c.jpg,409,300,t1,120,14,223,81
train_image_149_d.jpg,409,300,t1,120,14,223,81
train_image_149_e.jpg,409,300,t1,120,14,223,81
train_image_14_a.jpg,409,300,klts,125,20,196,81
train_image_14_b.jpg,409,300,klts,125,20,196,81
train_image_14_c.jpg,409,300,klts,125,20,196,81
train_image_14_d.jpg,409,300,klts,125,20,196,81
train_image_14_e.jpg,409,300,klts,125,20,196,81
train_image_15.jpg,409,300,klts,53,194,111,263
train_image_150.jpg,409,300,t1,120,8,207,113
train_image_150_a.jpg,409,300,t1,120,8,207,113
train_image_150_b.jpg,409,300,t1,120,8,207,113
train_image_150_c.jpg,409,300,t1,120,8,207,113
train_image_150_d.jpg,409,300,t1,120,8,207,113
train_image_150_e.jpg,409,300,t1,120,8,207,113
train_image_151.jpg,409,300,t1,122,29,227,103
train_image_151_a.jpg,409,300,t1,122,29,227,103
train_image_151_b.jpg,409,300,t1,122,29,227,103
train_image_151_c.jpg,409,300,t1,122,29,227,103
train_image_151_d.jpg,409,300,t1,122,29,227,103
train_image_151_e.jpg,409,300,t1,122,29,227,103
train_image_152.jpg,409,300,t1,125,13,197,111
train_image_152_a.jpg,409,300,t1,125,13,197,111
train_image_152_b.jpg,409,300,t1,125,13,197,111
train_image_152_c.jpg,409,300,t1,125,13,197,111
train_image_152_d.jpg,409,300,t1,125,13,197,111
train_image_152_e.jpg,409,300,t1,125,13,197,111
train_image_153.jpg,409,300,t1,110,28,214,103
train_image_153_a.jpg,409,300,t1,110,28,214,103
train_image_153_b.jpg,409,300,t1,110,28,214,103
train_image_153_c.jpg,409,300,t1,110,28,214,103
train_image_153_d.jpg,409,300,t1,110,28,214,103
train_image_153_e.jpg,409,300,t1,110,28,214,103
train_image_154.jpg,409,300,t1,126,11,193,111
train_image_154_a.jpg,409,300,t1,126,11,193,111
train_image_154_b.jpg,409,300,t1,126,11,193,111
train_image_154_c.jpg,409,300,t1,126,11,193,111
train_image_154_d.jpg,409,300,t1,126,11,193,111
train_image_154_e.jpg,409,300,t1,126,11,193,111
train_image_155.jpg,409,300,t1,118,31,218,100
train_image_155_a.jpg,409,300,t1,118,31,218,100
train_image_155_b.jpg,409,300,t1,118,31,218,100
train_image_155_c.jpg,409,300,t1,118,31,218,100
train_image_155_d.jpg,409,300,t1,118,31,218,100
train_image_155_e.jpg,409,300,t1,118,31,218,100
train_image_15_a.jpg,409,300,klts,53,194,111,263
train_image_15_b.jpg,409,300,klts,53,194,111,263
train_image_15_c.jpg,409,300,klts,53,194,111,263
train_image_15_d.jpg,409,300,klts,53,194,111,263
train_image_15_e.jpg,409,300,klts,53,194,111,263
train_image_16.jpg,409,300,klts,48,197,119,257
train_image_168.jpg,409,300,t2,61,177,122,259
train_image_168_a.jpg,409,300,t2,61,177,122,259
train_image_168_b.jpg,409,300,t2,61,177,122,259
train_image_168_c.jpg,409,300,t2,61,177,122,259
train_image_168_d.jpg,409,300,t2,61,177,122,259
train_image_168_e.jpg,409,300,t2,61,177,122,259
train_image_169.jpg,409,300,t2,52,194,136,252
train_image_169_a.jpg,409,300,t2,52,194,136,252
train_image_169_b.jpg,409,300,t2,52,194,136,252
train_image_169_c.jpg,409,300,t2,52,194,136,252
train_image_169_d.jpg,409,300,t2,52,194,136,252
train_image_169_e.jpg,409,300,t2,52,194,136,252
train_image_16_a.jpg,409,300,klts,48,197,119,257
train_image_16_b.jpg,409,300,klts,48,197,119,257
train_image_16_c.jpg,409,300,klts,48,197,119,257
train_image_16_d.jpg,409,300,klts,48,197,119,257
train_image_16_e.jpg,409,300,klts,48,197,119,257
train_image_17.jpg,409,300,klts,54,195,114,265
train_image_170.jpg,409,300,t2,60,180,121,263
train_image_170_a.jpg,409,300,t2,60,180,121,263
train_image_170_b.jpg,409,300,t2,60,180,121,263
train_image_170_c.jpg,409,300,t2,60,180,121,263
train_image_170_d.jpg,409,300,t2,60,180,121,263
train_image_170_e.jpg,409,300,t2,60,180,121,263
train_image_171.jpg,409,300,t2,61,24,121,108
train_image_171_a.jpg,409,300,t2,61,24,121,108
train_image_171_b.jpg,409,300,t2,61,24,121,108
train_image_171_c.jpg,409,300,t2,61,24,121,108
train_image_171_d.jpg,409,300,t2,61,24,121,108
train_image_171_e.jpg,409,300,t2,61,24,121,108
train_image_172.jpg,409,300,t2,45,44,123,100
train_image_172_a.jpg,409,300,t2,45,44,123,100
train_image_172_b.jpg,409,300,t2,45,44,123,100
train_image_172_c.jpg,409,300,t2,45,44,123,100
train_image_172_d.jpg,409,300,t2,45,44,123,100
train_image_172_e.jpg,409,300,t2,45,44,123,100
train_image_173.jpg,409,300,t2,62,25,121,108
train_image_173_a.jpg,409,300,t2,62,25,121,108
train_image_173_b.jpg,409,300,t2,62,25,121,108
train_image_173_c.jpg,409,300,t2,62,25,121,108
train_image_173_d.jpg,409,300,t2,62,25,121,108
train_image_173_e.jpg,409,300,t2,62,25,121,108
train_image_174.jpg,409,300,t2,50,52,135,108
train_image_174_a.jpg,409,300,t2,50,52,135,108
train_image_174_b.jpg,409,300,t2,50,52,135,108
train_image_174_c.jpg,409,300,t2,50,52,135,108
train_image_174_d.jpg,409,300,t2,50,52,135,108
train_image_174_e.jpg,409,300,t2,50,52,135,108
train_image_175.jpg,409,300,t2,139,181,197,266
train_image_175_a.jpg,409,300,t2,139,181,197,266
train_image_175_b.jpg,409,300,t2,139,181,197,266
train_image_175_c.jpg,409,300,t2,139,181,197,266
train_image_175_d.jpg,409,300,t2,139,181,197,266
train_image_175_e.jpg,409,300,t2,139,181,197,266
train_image_176.jpg,409,300,t2,130,203,213,259
train_image_176_a.jpg,409,300,t2,130,203,213,259
train_image_176_b.jpg,409,300,t2,130,203,213,259
train_image_176_c.jpg,409,300,t2,130,203,213,259
train_image_176_d.jpg,409,300,t2,130,203,213,259
train_image_176_e.jpg,409,300,t2,130,203,213,259
train_image_177.jpg,409,300,t2,139,183,195,266
train_image_177_a.jpg,409,300,t2,139,183,195,266
train_image_177_b.jpg,409,300,t2,139,183,195,266
train_image_177_c.jpg,409,300,t2,139,183,195,266
train_image_177_d.jpg,409,300,t2,139,183,195,266
train_image_177_e.jpg,409,300,t2,139,183,195,266
train_image_178.jpg,409,300,t2,133,204,216,262
train_image_178_a.jpg,409,300,t2,133,204,216,262
train_image_178_b.jpg,409,300,t2,133,204,216,262
train_image_178_c.jpg,409,300,t2,133,204,216,262
train_image_178_d.jpg,409,300,t2,133,204,216,262
train_image_178_e.jpg,409,300,t2,133,204,216,262
train_image_179.jpg,409,300,t2,126,27,184,110
train_image_179_a.jpg,409,300,t2,126,27,184,110
train_image_179_b.jpg,409,300,t2,126,27,184,110
train_image_179_c.jpg,409,300,t2,126,27,184,110
train_image_179_d.jpg,409,300,t2,126,27,184,110
train_image_179_e.jpg,409,300,t2,126,27,184,110
train_image_17_a.jpg,409,300,klts,54,195,114,265
train_image_17_b.jpg,409,300,klts,54,195,114,265
train_image_17_c.jpg,409,300,klts,54,195,114,265
train_image_17_d.jpg,409,300,klts,54,195,114,265
train_image_17_e.jpg,409,300,klts,54,195,114,265
train_image_18.jpg,409,300,klts,45,202,119,259
train_image_180.jpg,409,300,t2,128,26,187,109
train_image_180_a.jpg,409,300,t2,128,26,187,109
train_image_180_b.jpg,409,300,t2,128,26,187,109
train_image_180_c.jpg,409,300,t2,128,26,187,109
train_image_180_d.jpg,409,300,t2,128,26,187,109
train_image_180_e.jpg,409,300,t2,128,26,187,109
train_image_181.jpg,409,300,t2,124,47,213,103
train_image_181_a.jpg,409,300,t2,124,47,213,103
train_image_181_b.jpg,409,300,t2,124,47,213,103
train_image_181_c.jpg,409,300,t2,124,47,213,103
train_image_181_d.jpg,409,300,t2,124,47,213,103
train_image_181_e.jpg,409,300,t2,124,47,213,103
train_image_182.jpg,409,300,t2,55,184,117,268
train_image_182_a.jpg,409,300,t2,55,184,117,268
train_image_182_b.jpg,409,300,t2,55,184,117,268
train_image_182_c.jpg,409,300,t2,55,184,117,268
train_image_182_d.jpg,409,300,t2,55,184,117,268
train_image_182_e.jpg,409,300,t2,55,184,117,268
train_image_183.jpg,409,300,t2,43,207,128,268
train_image_183_a.jpg,409,300,t2,43,207,128,268
train_image_183_b.jpg,409,300,t2,43,207,128,268
train_image_183_c.jpg,409,300,t2,43,207,128,268
train_image_183_d.jpg,409,300,t2,43,207,128,268
train_image_183_e.jpg,409,300,t2,43,207,128,268
train_image_184.jpg,409,300,t2,48,209,130,269
train_image_184_a.jpg,409,300,t2,48,209,130,269
train_image_184_b.jpg,409,300,t2,48,209,130,269
train_image_184_c.jpg,409,300,t2,48,209,130,269
train_image_184_d.jpg,409,300,t2,48,209,130,269
train_image_184_e.jpg,409,300,t2,48,209,130,269
train_image_185.jpg,409,300,t2,60,12,116,95
train_image_185_a.jpg,409,300,t2,60,12,116,95
train_image_185_b.jpg,409,300,t2,60,12,116,95
train_image_185_c.jpg,409,300,t2,60,12,116,95
train_image_185_d.jpg,409,300,t2,60,12,116,95
train_image_185_e.jpg,409,300,t2,60,12,116,95
train_image_186.jpg,409,300,t2,48,33,131,91
train_image_186_a.jpg,409,300,t2,48,33,131,91
train_image_186_b.jpg,409,300,t2,48,33,131,91
train_image_186_c.jpg,409,300,t2,48,33,131,91
train_image_186_d.jpg,409,300,t2,48,33,131,91
train_image_186_e.jpg,409,300,t2,48,33,131,91
train_image_187.jpg,409,300,t2,60,26,112,106
train_image_187_a.jpg,409,300,t2,60,26,112,106
train_image_187_b.jpg,409,300,t2,60,26,112,106
train_image_187_c.jpg,409,300,t2,60,26,112,106
train_image_187_d.jpg,409,300,t2,60,26,112,106
train_image_187_e.jpg,409,300,t2,60,26,112,106
train_image_188.jpg,409,300,t2,47,46,133,103
train_image_188_a.jpg,409,300,t2,47,46,133,103
train_image_188_b.jpg,409,300,t2,47,46,133,103
train_image_188_c.jpg,409,300,t2,47,46,133,103
train_image_188_d.jpg,409,300,t2,47,46,133,103
train_image_188_e.jpg,409,300,t2,47,46,133,103
train_image_189.jpg,409,300,t2,136,179,193,263
train_image_189_a.jpg,409,300,t2,136,179,193,263
train_image_189_b.jpg,409,300,t2,136,179,193,263
train_image_189_c.jpg,409,300,t2,136,179,193,263
train_image_189_d.jpg,409,300,t2,136,179,193,263
train_image_189_e.jpg,409,300,t2,136,179,193,263
train_image_18_a.jpg,409,300,klts,45,202,119,259
train_image_18_b.jpg,409,300,klts,45,202,119,259
train_image_18_c.jpg,409,300,klts,45,202,119,259
train_image_18_d.jpg,409,300,klts,45,202,119,259
train_image_18_e.jpg,409,300,klts,45,202,119,259
train_image_19.jpg,409,300,klts,53,15,112,84
train_image_190.jpg,409,300,t2,122,203,207,261
train_image_190_a.jpg,409,300,t2,122,203,207,261
train_image_190_b.jpg,409,300,t2,122,203,207,261
train_image_190_c.jpg,409,300,t2,122,203,207,261
train_image_190_d.jpg,409,300,t2,122,203,207,261
train_image_190_e.jpg,409,300,t2,122,203,207,261
train_image_191.jpg,409,300,t2,129,189,183,272
train_image_191_a.jpg,409,300,t2,129,189,183,272
train_image_191_b.jpg,409,300,t2,129,189,183,272
train_image_191_c.jpg,409,300,t2,129,189,183,272
train_image_191_d.jpg,409,300,t2,129,189,183,272
train_image_191_e.jpg,409,300,t2,129,189,183,272
train_image_192.jpg,409,300,t2,118,207,202,262
train_image_192_a.jpg,409,300,t2,118,207,202,262
train_image_192_b.jpg,409,300,t2,118,207,202,262
train_image_192_c.jpg,409,300,t2,118,207,202,262
train_image_192_d.jpg,409,300,t2,118,207,202,262
train_image_192_e.jpg,409,300,t2,118,207,202,262
train_image_193.jpg,409,300,t2,127,22,184,100
train_image_193_a.jpg,409,300,t2,127,22,184,100
train_image_193_b.jpg,409,300,t2,127,22,184,100
train_image_193_c.jpg,409,300,t2,127,22,184,100
train_image_193_d.jpg,409,300,t2,127,22,184,100
train_image_193_e.jpg,409,300,t2,127,22,184,100
train_image_194.jpg,409,300,t2,125,43,203,101
train_image_194_a.jpg,409,300,t2,125,43,203,101
train_image_194_b.jpg,409,300,t2,125,43,203,101
train_image_194_c.jpg,409,300,t2,125,43,203,101
train_image_194_d.jpg,409,300,t2,125,43,203,101
train_image_194_e.jpg,409,300,t2,125,43,203,101
train_image_195.jpg,409,300,t2,131,39,187,118
train_image_195_a.jpg,409,300,t2,131,39,187,118
train_image_195_b.jpg,409,300,t2,131,39,187,118
train_image_195_c.jpg,409,300,t2,131,39,187,118
train_image_195_d.jpg,409,300,t2,131,39,187,118
train_image_195_e.jpg,409,300,t2,131,39,187,118
train_image_19_a.jpg,409,300,klts,53,15,112,84
train_image_19_b.jpg,409,300,klts,53,15,112,84
train_image_19_c.jpg,409,300,klts,53,15,112,84
train_image_19_d.jpg,409,300,klts,53,15,112,84
train_image_19_e.jpg,409,300,klts,53,15,112,84
train_image_1_a.jpg,409,300,klts,48,200,119,259
train_image_1_b.jpg,409,300,klts,48,200,119,259
train_image_1_c.jpg,409,300,klts,48,200,119,259
train_image_1_d.jpg,409,300,klts,48,200,119,259
train_image_1_e.jpg,409,300,klts,48,200,119,259
train_image_2.jpg,409,300,klts,56,197,115,263
train_image_20.jpg,409,300,klts,47,25,119,83
train_image_208.jpg,409,300,t3,55,188,128,267
train_image_208_a.jpg,409,300,t3,55,188,128,267
train_image_208_b.jpg,409,300,t3,55,188,128,267
train_image_208_c.jpg,409,300,t3,55,188,128,267
train_image_208_d.jpg,409,300,t3,55,188,128,267
train_image_208_e.jpg,409,300,t3,55,188,128,267
train_image_209.jpg,409,300,t3,47,199,127,270
train_image_209_a.jpg,409,300,t3,47,199,127,270
train_image_209_b.jpg,409,300,t3,47,199,127,270
train_image_209_c.jpg,409,300,t3,47,199,127,270
train_image_209_d.jpg,409,300,t3,47,199,127,270
train_image_209_e.jpg,409,300,t3,47,199,127,270
train_image_20_a.jpg,409,300,klts,47,25,119,83
train_image_20_b.jpg,409,300,klts,47,25,119,83
train_image_20_c.jpg,409,300,klts,47,25,119,83
train_image_20_d.jpg,409,300,klts,47,25,119,83
train_image_20_e.jpg,409,300,klts,47,25,119,83
train_image_21.jpg,409,300,klts,54,21,114,91
train_image_210.jpg,409,300,t3,48,194,121,272
train_image_210_a.jpg,409,300,t3,48,194,121,272
train_image_210_b.jpg,409,300,t3,48,194,121,272
train_image_210_c.jpg,409,300,t3,48,194,121,272
train_image_210_d.jpg,409,300,t3,48,194,121,272
train_image_210_e.jpg,409,300,t3,48,194,121,272
train_image_211.jpg,409,300,t3,54,29,127,107
train_image_211_a.jpg,409,300,t3,54,29,127,107
train_image_211_b.jpg,409,300,t3,54,29,127,107
train_image_211_c.jpg,409,300,t3,54,29,127,107
train_image_211_d.jpg,409,300,t3,54,29,127,107
train_image_211_e.jpg,409,300,t3,54,29,127,107
train_image_212.jpg,409,300,t3,51,18,128,89
train_image_212_a.jpg,409,300,t3,51,18,128,89
train_image_212_b.jpg,409,300,t3,51,18,128,89
train_image_212_c.jpg,409,300,t3,51,18,128,89
train_image_212_d.jpg,409,300,t3,51,18,128,89
train_image_212_e.jpg,409,300,t3,51,18,128,89
train_image_213.jpg,409,300,t3,47,19,122,100
train_image_213_a.jpg,409,300,t3,47,19,122,100
train_image_213_b.jpg,409,300,t3,47,19,122,100
train_image_213_c.jpg,409,300,t3,47,19,122,100
train_image_213_d.jpg,409,300,t3,47,19,122,100
train_image_213_e.jpg,409,300,t3,47,19,122,100
train_image_214.jpg,409,300,t3,51,26,130,101
train_image_214_a.jpg,409,300,t3,51,26,130,101
train_image_214_b.jpg,409,300,t3,51,26,130,101
